Application Name,Date,Customer Initiated Transactions_Volume (Mn),Customer Initiated Transactions_Value (Cr),B2C Transactions_Volume (Mn),B2C Transactions_Value (Cr),B2B Transactions_Volume (Mn),B2B Transactions_Value (Cr),On0us Transactions_Volume (Mn),On0us Transactions_Value (Cr),Total_Volume (Mn),Total_Value (Cr),year,Month,Avg_Transaction_Value,average_transaction,Year
JAMMU AND KASHMIR BANK APPS,2023-05-01,0.01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.0,2023,2023-05,200.0,200.0,2023
JIO PAYMENTS BANK APPS,2023-05-01,1.56,119.8,0.0,0.0,0.0,0.0,0.0,0.0,1.56,119.8,2023,2023-05,76.7948717948718,76.7948717948718,2023
JUPITER,2023-05-01,2.94,415.04,0.0,0.0,0.0,0.0,0.0,0.0,2.94,415.04,2023,2023-05,141.1700680272109,141.1700680272109,2023
KARNATAKA BANK APPS,2023-05-01,0.63,127.13,0.0,0.0,0.0,0.0,0.0,0.0,0.63,127.13,2023,2023-05,201.79365079365078,201.79365079365078,2023
KARUR VYSYA BANK APPS,2023-05-01,0.04,13.65,0.0,0.0,0.0,0.0,0.0,0.0,0.04,13.65,2023,2023-05,341.25,341.25,2023
KOTAK MAHINDRA BANK APPS,2023-05-01,16.31,3139.04,0.0,0.0,0.0,0.0,0.0,0.0,16.31,3139.05,2023,2023-05,192.46167995095036,192.46167995095036,2023
MAKEMYTRIP,2023-05-01,0.02,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,8.01,2023,2023-05,400.5,400.5,2023
MOBIKWIK,2023-05-01,3.59,997.92,0.0,0.0,0.0,0.0,0.0,0.0,3.59,997.92,2023,2023-05,277.97214484679665,277.97214484679665,2023
NSDL PAYMENTS BANK APPS,2023-05-01,0.02,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.28,2023,2023-05,164.0,164.0,2023
OMNI,2023-05-01,0.39,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.39,10.1,2023,2023-05,25.897435897435894,25.897435897435894,2023
OTHERS,2023-05-01,0.03,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.03,10.98,2023,2023-05,366.0,366.0,2023
PAYTM PAYMENTS BANK APP,2023-05-01,1229.38,142291.76,3.95,7.0,0.56,887.0,108.39,21658.49,1342.28,164843.79,2023,2023-05,122.80879548231368,122.80879548231368,2023
PHONEPE,2023-05-01,4499.2,757276.68,0.0,0.0,0.0,0.0,0.0,0.0,4499.2,757276.68,2023,2023-05,168.31362908961594,168.31362908961594,2023
PINELABS,2023-05-01,0.06,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.06,3.25,2023,2023-05,54.16666666666667,54.16666666666667,2023
PUNJAB NATIONAL BANK APPS,2023-05-01,1.1,177.63,0.0,0.0,0.0,0.0,0.0,0.0,1.1,177.69,2023,2023-05,161.53636363636363,161.53636363636363,2023
PUNJAB SIND BANK APPS,2023-05-01,0.04,13.71,0.0,0.0,0.0,0.0,0.0,0.0,0.04,13.71,2023,2023-05,342.75,342.75,2023
RBL BANK APPS,2023-05-01,1.06,484.53,0.0,0.0,0.18,5.0,0.0,0.0,1.24,489.36,2023,2023-05,394.6451612903226,394.6451612903226,2023
RBLBANK,2023-05-01,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,2023,2023-05,6.0,6.0,2023
SAMSUNG PAY,2023-05-01,5.83,535.16,0.0,0.0,0.0,0.0,0.0,0.0,5.83,535.16,2023,2023-05,91.79416809605488,91.79416809605488,2023
SLICE,2023-05-01,0.83,194.68,0.0,0.0,0.0,0.0,0.0,0.0,0.83,194.68,2023,2023-05,234.5542168674699,234.5542168674699,2023
SOUTH INDIAN BANK APPS,2023-05-01,0.25,71.46,0.0,0.0,0.0,0.0,0.0,0.0,0.25,71.46,2023,2023-05,285.84,285.84,2023
STANDARD CHARTERED BANK APPS,2023-05-01,0.15,91.48,0.0,0.0,0.0,0.0,0.0,0.0,0.15,91.48,2023,2023-05,609.8666666666667,609.8666666666667,2023
STATE BANK OF INDIA APPS,2023-05-01,4.48,1969.72,0.0,0.0,0.01,0.0,0.0,0.0,4.48,1969.95,2023,2023-05,439.7209821428571,439.7209821428571,2023
TAMILNAD MERCANTILE BANK APPS,2023-05-01,0.07,14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.07,14.83,2023,2023-05,211.85714285714283,211.85714285714283,2023
TATANEU,2023-05-01,0.15,19.28,0.0,0.0,0.0,0.0,0.0,0.0,0.15,19.28,2023,2023-05,128.53333333333336,128.53333333333336,2023
UCO BANK APPS,2023-05-01,0.36,118.26,0.0,0.0,0.0,0.0,0.0,0.0,0.36,118.26,2023,2023-05,328.5,328.5,2023
ULTRACASH,2023-05-01,0.01,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.13,2023,2023-05,112.99999999999999,112.99999999999999,2023
UNION BANK APPS,2023-05-01,0.76,306.93,0.0,0.0,0.0,0.0,0.0,0.0,0.76,306.93,2023,2023-05,403.85526315789474,403.85526315789474,2023
UTKARSH SMALL FINANCE BANK APPS,2023-05-01,0.02,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6.81,2023,2023-05,340.5,340.5,2023
WHATSAPP,2023-05-01,15.98,1477.06,0.0,0.0,0.0,0.0,0.0,0.0,15.98,1477.06,2023,2023-05,92.43178973717146,92.43178973717146,2023
YES BANK APPS,2023-05-01,42.21,12934.66,0.0,0.0,0.44,72.0,0.0,0.0,42.65,13006.24,2023,2023-05,304.95287221570925,304.95287221570925,2023
ZOMATO,2023-05-01,0.01,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.43,2023,2023-05,43.0,43.0,2023
AIRTEL PAYMENTS BANK APPS,2023-06-01,8.8,632.1,0.0,0.0,0.0,0.0,0.0,0.1,8.84,632.2,2023,2023-06,71.5158371040724,71.5158371040724,2023
ALLAHABAD BANK APPS,2023-06-01,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.3,2023,2023-06,276.6666666666667,276.6666666666667,2023
AMAZON PAY,2023-06-01,52.9,5647.9,0.0,0.0,0.0,0.0,0.0,0.0,52.89,5647.9,2023,2023-06,106.78578181130648,106.78578181130648,2023
AU SMALL FINANCE BANK APPS,2023-06-01,0.6,196.1,0.0,0.0,0.0,0.0,0.0,0.0,0.64,196.1,2023,2023-06,306.40625,306.40625,2023
AXIS BANK APPS,2023-06-01,9.7,1692.7,37.9,537.1,0.0,1.9,0.0,0.0,47.64,2231.7,2023,2023-06,46.84508816120906,46.84508816120906,2023
BAJAJ FINSERV,2023-06-01,9.8,1312.6,0.0,0.0,0.0,0.0,0.0,0.0,9.76,1312.6,2023,2023-06,134.4877049180328,134.4877049180328,2023
BAJAJ FINSERV PPI,2023-06-01,0.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.07,14.3,2023,2023-06,204.28571428571428,204.28571428571428,2023
BANDHAN BANK APPS,2023-06-01,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.1,2023,2023-06,310.0,310.0,2023
BANK OF BARODA APPS,2023-06-01,1.2,427.6,0.0,0.0,0.0,0.1,0.0,0.0,1.19,427.7,2023,2023-06,359.4117647058824,359.4117647058824,2023
BANK OF INDIA APPS,2023-06-01,0.2,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.23,71.9,2023,2023-06,312.60869565217394,312.60869565217394,2023
BANK OF MAHARASHTRA APPS,2023-06-01,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.8,2023,2023-06,80.0,80.0,2023
BHIM,2023-06-01,23.1,7289.0,0.0,0.0,0.0,0.0,0.0,0.0,23.11,7289.0,2023,2023-06,315.4045867589788,315.4045867589788,2023
CANARA BANK APPS,2023-06-01,1.6,462.7,0.0,0.0,0.0,0.0,0.0,0.0,1.58,462.7,2023,2023-06,292.8481012658228,292.8481012658228,2023
CENTRAL BANK OF INDIA APPS,2023-06-01,0.4,97.4,0.0,0.0,0.0,0.1,0.0,0.0,0.44,97.6,2023,2023-06,221.8181818181818,221.8181818181818,2023
CITI BANK APPS,2023-06-01,0.1,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,54.2,2023,2023-06,774.2857142857142,774.2857142857142,2023
CITY UNION BANK APPS,2023-06-01,0.1,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.06,18.3,2023,2023-06,305.0,305.0,2023
CRED,2023-06-01,73.9,26431.8,0.0,0.0,0.0,0.0,0.0,0.0,73.93,26431.8,2023,2023-06,357.5246855133234,357.5246855133234,2023
DBS DIGIBANK APPS,2023-06-01,0.4,166.9,0.0,0.0,0.0,0.0,0.0,0.0,0.41,166.9,2023,2023-06,407.07317073170736,407.07317073170736,2023
DEUTSCHE BANK APPS,2023-06-01,1.8,125.6,0.0,0.0,0.0,0.0,0.0,0.0,1.81,125.6,2023,2023-06,69.39226519337016,69.39226519337016,2023
DHANI,2023-06-01,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,7.0,2023,2023-06,233.33333333333334,233.33333333333334,2023
DHANLAXMI BANK APPS,2023-06-01,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.2,2023,2023-06,320.0,320.0,2023
EQUITAS SMALL FINANCE BANK APPS,2023-06-01,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,17.3,2023,2023-06,576.6666666666667,576.6666666666667,2023
FAMPAY,2023-06-01,15.0,184.7,0.0,0.0,0.0,0.0,0.0,0.0,14.99,184.7,2023,2023-06,12.321547698465643,12.321547698465643,2023
FAVE,2023-06-01,0.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4.6,2023,2023-06,65.71428571428571,65.71428571428571,2023
FEDERAL BANK APPS,2023-06-01,4.9,630.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,630.0,2023,2023-06,129.62962962962962,129.62962962962962,2023
FINO PAYMENTS BANK APPS,2023-06-01,0.1,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,9.2,2023,2023-06,70.76923076923076,70.76923076923076,2023
GONIYO PPI,2023-06-01,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.5,2023,2023-06,25.0,25.0,2023
GOOGLE PAY,2023-06-01,3266.8,494088.0,0.0,0.0,0.0,0.0,0.0,0.0,3266.83,494088.0,2023,2023-06,151.24386637810966,151.24386637810966,2023
GROWW,2023-06-01,1.5,1039.6,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1039.6,2023,2023-06,716.9655172413793,716.9655172413793,2023
HDFC BANK APPS,2023-06-01,17.6,4168.6,0.0,0.0,0.0,0.0,0.0,0.0,17.56,4168.6,2023,2023-06,237.39179954441917,237.39179954441917,2023
HSBC BANK APPS,2023-06-01,0.2,89.1,0.0,0.1,0.0,0.0,0.0,0.0,0.15,89.2,2023,2023-06,594.6666666666667,594.6666666666667,2023
ICICI BANK APPS,2023-06-01,27.1,8599.3,4.8,338.0,5.7,7306.5,0.0,0.0,37.63,16243.7,2023,2023-06,431.6688812117991,431.6688812117991,2023
IDBI BANK APPS,2023-06-01,0.1,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,34.1,2023,2023-06,426.25,426.25,2023
IDFC BANK APPS,2023-06-01,6.3,1528.1,0.0,0.0,0.0,12.2,0.0,0.0,6.31,1540.3,2023,2023-06,244.10459587955626,244.10459587955626,2023
INDIA POST PAYMENTS BANK APPS,2023-06-01,4.8,742.5,0.0,0.0,0.0,0.0,0.0,0.0,4.83,742.5,2023,2023-06,153.72670807453417,153.72670807453417,2023
INDIAN BANK APPS,2023-06-01,0.3,80.2,0.0,0.0,0.0,1.1,0.0,0.0,0.28,81.2,2023,2023-06,290.0,290.0,2023
INDIAN OVERSEAS BANK APPS,2023-06-01,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,13.0,2023,2023-06,260.0,260.0,2023
INDUSIND BANK APPS,2023-06-01,0.8,897.6,0.0,0.0,0.0,0.0,0.0,0.0,0.79,897.6,2023,2023-06,1136.2025316455697,1136.2025316455697,2023
JAMMU AND KASHMIR BANK APPS,2023-06-01,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.4,2023,2023-06,240.0,240.0,2023
JIO PAYMENTS BANK APPS,2023-06-01,1.4,113.2,0.0,0.0,0.0,0.0,0.0,0.0,1.35,113.2,2023,2023-06,83.85185185185185,83.85185185185185,2023
JUPITER,2023-06-01,3.0,424.8,0.0,0.0,0.0,0.0,0.0,0.0,2.96,424.8,2023,2023-06,143.51351351351352,143.51351351351352,2023
JUPITER EDGE (LIVQUICK PPI),2023-06-01,0.2,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.21,11.3,2023,2023-06,53.80952380952382,53.80952380952382,2023
KARNATAKA BANK APPS,2023-06-01,0.6,125.9,0.0,0.0,0.0,0.0,0.0,0.0,0.61,125.9,2023,2023-06,206.39344262295083,206.39344262295083,2023
KARUR VYSYA BANK APPS,2023-06-01,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,14.0,2023,2023-06,350.0,350.0,2023
KIWI,2023-06-01,0.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.1,2023,2023-06,81.99999999999999,81.99999999999999,2023
KOTAK MAHINDRA BANK APPS,2023-06-01,17.4,3202.5,0.0,0.0,0.0,0.0,0.0,0.0,17.38,3202.5,2023,2023-06,184.26352128883775,184.26352128883775,2023
MAKEMYTRIP,2023-06-01,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,18.2,2023,2023-06,606.6666666666666,606.6666666666666,2023
MOBIKWIK,2023-06-01,3.6,1060.4,0.0,0.0,0.0,0.0,0.0,0.0,3.58,1060.4,2023,2023-06,296.20111731843576,296.20111731843576,2023
NSDL PAYMENTS BANK APPS,2023-06-01,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.1,2023,2023-06,204.99999999999997,204.99999999999997,2023
OMNICARD,2023-06-01,0.5,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.48,13.9,2023,2023-06,28.958333333333336,28.958333333333336,2023
OTHERS,2023-06-01,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2023,2023-06,inf,inf,2023
PAYTM PAYMENTS BANK APP,2023-06-01,1197.3,139950.1,1.4,4.2,0.6,866.8,108.1,21673.7,1307.48,162494.8,2023,2023-06,124.28090678251291,124.28090678251291,2023
PHONEPE,2023-06-01,4461.4,745552.2,0.0,0.0,0.0,0.0,0.0,0.0,4461.36,745552.2,2023,2023-06,167.1132121146915,167.1132121146915,2023
PINELABS,2023-06-01,0.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4.2,2023,2023-06,60.0,60.0,2023
PUNJAB NATIONAL BANK APPS,2023-06-01,0.8,169.7,0.0,0.0,0.0,0.0,0.0,0.0,0.77,169.7,2023,2023-06,220.38961038961037,220.38961038961037,2023
PUNJAB SIND BANK APPS,2023-06-01,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,12.6,2023,2023-06,420.0,420.0,2023
RBL BANK APPS,2023-06-01,1.1,493.4,0.0,0.0,0.2,4.4,0.0,0.0,1.29,497.9,2023,2023-06,385.96899224806197,385.96899224806197,2023
SAMSUNG PAY,2023-06-01,5.6,522.8,0.0,0.0,0.0,0.0,0.0,0.0,5.61,522.8,2023,2023-06,93.19073083778964,93.19073083778964,2023
SLICE,2023-06-01,0.9,272.8,0.0,0.0,0.0,0.0,0.0,0.0,0.88,272.8,2023,2023-06,310.0,310.0,2023
SOUTH INDIAN BANK APPS,2023-06-01,0.3,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,70.5,2023,2023-06,282.0,282.0,2023
STANDARD CHARTERED BANK APPS,2023-06-01,1.2,522.6,0.0,0.0,0.2,150.0,0.0,0.0,1.4,672.6,2023,2023-06,480.4285714285715,480.4285714285715,2023
STATE BANK OF INDIA APPS,2023-06-01,4.6,1959.3,0.0,0.0,0.0,0.4,0.0,0.0,4.64,1959.7,2023,2023-06,422.34913793103453,422.34913793103453,2023
TAMILNAD MERCANTILE BANK APPS,2023-06-01,0.1,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,18.9,2023,2023-06,236.24999999999997,236.24999999999997,2023
TATANEU,2023-06-01,0.1,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12,17.6,2023,2023-06,146.66666666666669,146.66666666666669,2023
UCO BANK APPS,2023-06-01,0.3,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.33,107.6,2023,2023-06,326.060606060606,326.060606060606,2023
ULTRACASH,2023-06-01,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.1,2023,2023-06,77.5,77.5,2023
UNION BANK APPS,2023-06-01,0.8,318.9,0.0,0.0,0.0,0.0,0.0,0.0,0.79,318.9,2023,2023-06,403.67088607594934,403.67088607594934,2023
UTKARSH SMALL FINANCE BANK APPS,2023-06-01,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6.3,2023,2023-06,315.0,315.0,2023
WHATSAPP,2023-06-01,16.0,1443.3,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1443.3,2023,2023-06,90.20625,90.20625,2023
YES BANK APPS,2023-06-01,35.8,12721.8,0.0,0.0,0.7,275.6,0.0,0.0,36.46,12997.5,2023,2023-06,356.4865606143719,356.4865606143719,2023
ZOMATO,2023-06-01,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.7,2023,2023-06,170.0,170.0,2023
AIRTEL PAYMENTS BANK APPS,2023-07-01,9.65,665.97,0.0,0.0,0.0,0.01,0.0,0.07,9.65,666.04,2023,2023-07,69.01968911917098,69.01968911917098,2023
ALLAHABAD BANK APPS,2023-07-01,0.03,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.73,2023,2023-07,291.0,291.0,2023
AMAZON PAY,2023-07-01,57.6,6163.84,0.0,0.0,0.0,0.0,0.0,0.0,57.6,6163.84,2023,2023-07,107.0111111111111,107.0111111111111,2023
AU SMALL FINANCE BANK APPS,2023-07-01,0.68,209.86,0.0,0.0,0.0,0.0,0.0,0.0,0.68,209.86,2023,2023-07,308.61764705882354,308.61764705882354,2023
AXIS BANK APPS,2023-07-01,9.77,1767.83,54.52,1447.04,0.01,2.16,0.0,0.0,64.3,3217.03,2023,2023-07,50.03157076205288,50.03157076205288,2023
BAJAJ FINSERV,2023-07-01,12.11,1740.97,0.0,0.0,0.0,0.0,0.0,0.0,12.11,1740.97,2023,2023-07,143.76300578034682,143.76300578034682,2023
BAJAJ FINSERV PPI,2023-07-01,0.11,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.11,25.8,2023,2023-07,234.54545454545456,234.54545454545456,2023
BANDHAN BANK APPS,2023-07-01,0.01,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,2023,2023-07,98.0,98.0,2023
BANK OF BARODA APPS,2023-07-01,1.34,477.16,0.0,0.0,0.0,0.0,0.0,0.0,1.34,477.16,2023,2023-07,356.089552238806,356.089552238806,2023
BANK OF INDIA APPS,2023-07-01,0.25,78.83,0.0,0.0,0.0,0.0,0.0,0.0,0.25,78.83,2023,2023-07,315.32,315.32,2023
BANK OF MAHARASHTRA APPS,2023-07-01,0.03,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5.66,2023,2023-07,188.66666666666669,188.66666666666669,2023
BHIM,2023-07-01,24.94,8244.91,0.0,0.0,0.0,0.0,0.0,0.0,24.94,8244.91,2023,2023-07,330.5898155573376,330.5898155573376,2023
CANARA BANK APPS,2023-07-01,1.73,514.02,0.0,0.0,0.0,0.0,0.0,0.0,1.73,514.02,2023,2023-07,297.12138728323697,297.12138728323697,2023
CENTRAL BANK OF INDIA APPS,2023-07-01,0.44,97.52,0.0,0.0,0.0,0.23,0.0,0.0,0.44,97.75,2023,2023-07,222.1590909090909,222.1590909090909,2023
CITI BANK APPS,2023-07-01,0.07,61.36,0.0,0.0,0.0,0.0,0.0,0.0,0.07,61.36,2023,2023-07,876.5714285714284,876.5714285714284,2023
CITY UNION BANK APPS,2023-07-01,0.07,20.96,0.0,0.0,0.0,0.0,0.0,0.0,0.07,20.96,2023,2023-07,299.4285714285714,299.4285714285714,2023
CRED,2023-07-01,80.34,30999.71,0.0,0.0,0.0,0.0,0.0,0.0,80.34,30999.71,2023,2023-07,385.8564849390092,385.8564849390092,2023
DBS DIGIBANK APPS,2023-07-01,0.44,179.34,0.0,0.0,0.0,0.37,0.0,0.0,0.44,179.72,2023,2023-07,408.45454545454544,408.45454545454544,2023
DEUTSCHE BANK APPS,2023-07-01,1.83,175.5,0.0,0.0,0.0,0.02,0.0,0.0,1.83,175.52,2023,2023-07,95.91256830601093,95.91256830601093,2023
DHANI,2023-07-01,0.03,7.81,0.0,0.0,0.0,0.0,0.0,0.0,0.03,7.81,2023,2023-07,260.3333333333333,260.3333333333333,2023
DHANLAXMI BANK APPS,2023-07-01,0.01,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.87,2023,2023-07,287.0,287.0,2023
EQUITAS SMALL FINANCE BANK APPS,2023-07-01,0.03,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,18.9,2023,2023-07,630.0,630.0,2023
FAMPAY,2023-07-01,16.79,206.43,0.0,0.0,0.0,0.0,0.0,0.0,16.79,206.43,2023,2023-07,12.294818344252532,12.294818344252532,2023
FAVE,2023-07-01,0.12,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.12,7.56,2023,2023-07,63.0,63.0,2023
FEDERAL BANK APPS,2023-07-01,5.19,665.11,0.0,0.0,0.0,0.0,0.0,0.0,5.19,665.11,2023,2023-07,128.15221579961462,128.15221579961462,2023
FINO PAYMENTS BANK APPS,2023-07-01,0.17,13.36,0.0,0.0,0.0,0.0,0.0,0.0,0.17,13.36,2023,2023-07,78.58823529411764,78.58823529411764,2023
GOOGLE PAY,2023-07-01,3494.64,518095.1,0.0,0.0,0.0,0.0,0.0,0.0,3494.64,518095.1,2023,2023-07,148.2542121649154,148.2542121649154,2023
GROWW,2023-07-01,2.81,2075.98,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2075.98,2023,2023-07,738.7829181494662,738.7829181494662,2023
HDFC BANK APPS,2023-07-01,17.77,4410.51,0.0,0.0,0.0,0.0,0.0,0.0,17.77,4410.51,2023,2023-07,248.19977490151942,248.19977490151942,2023
HSBC BANK APPS,2023-07-01,0.16,96.44,0.0,0.08,0.0,0.0,0.0,0.0,0.16,96.52,2023,2023-07,603.25,603.25,2023
ICICI BANK APPS,2023-07-01,24.47,8077.88,4.14,312.8,7.31,9379.69,0.0,0.0,35.92,17770.37,2023,2023-07,494.7207683741648,494.7207683741648,2023
IDBI BANK APPS,2023-07-01,0.07,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.07,37.4,2023,2023-07,534.2857142857142,534.2857142857142,2023
IDFC BANK APPS,2023-07-01,4.17,1121.41,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1121.41,2023,2023-07,268.9232613908873,268.9232613908873,2023
INDIA POST PAYMENTS BANK APPS,2023-07-01,5.43,587.75,0.0,0.0,0.0,0.0,0.0,0.0,5.43,587.75,2023,2023-07,108.24125230202579,108.24125230202579,2023
INDIAN BANK APPS,2023-07-01,0.31,92.29,0.0,0.0,0.0,0.35,0.0,0.0,0.31,92.64,2023,2023-07,298.83870967741933,298.83870967741933,2023
INDIAN OVERSEAS BANK APPS,2023-07-01,0.07,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,18.01,2023,2023-07,257.2857142857143,257.2857142857143,2023
INDUSIND BANK APPS,2023-07-01,0.84,723.32,0.0,0.0,0.0,0.0,0.0,0.0,0.84,723.32,2023,2023-07,861.0952380952382,861.0952380952382,2023
JAMMU AND KASHMIR BANK APPS,2023-07-01,0.01,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.29,2023,2023-07,229.0,229.0,2023
JIO PAYMENTS BANK APPS,2023-07-01,1.34,114.12,0.0,0.0,0.0,0.0,0.0,0.0,1.34,114.12,2023,2023-07,85.16417910447761,85.16417910447761,2023
JUPITER,2023-07-01,3.27,466.39,0.0,0.0,0.0,0.0,0.0,0.0,3.27,466.39,2023,2023-07,142.6269113149847,142.6269113149847,2023
KARNATAKA BANK APPS,2023-07-01,0.61,124.34,0.0,0.0,0.0,0.0,0.0,0.0,0.61,124.34,2023,2023-07,203.8360655737705,203.8360655737705,2023
KARUR VYSYA BANK APPS,2023-07-01,0.04,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.04,16.34,2023,2023-07,408.5,408.5,2023
KIWI,2023-07-01,1.53,52.51,0.0,0.0,0.0,0.0,0.0,0.0,1.53,52.51,2023,2023-07,34.32026143790849,34.32026143790849,2023
KOTAK MAHINDRA BANK APPS,2023-07-01,18.56,3480.59,0.0,0.0,0.0,0.01,0.0,0.0,18.56,3480.6,2023,2023-07,187.53232758620692,187.53232758620692,2023
MAKEMYTRIP,2023-07-01,0.04,19.92,0.0,0.0,0.0,0.0,0.0,0.0,0.04,19.92,2023,2023-07,498.00000000000006,498.00000000000006,2023
MOBIKWIK,2023-07-01,3.79,1140.63,0.0,0.0,0.0,0.0,0.0,0.0,3.79,1140.63,2023,2023-07,300.957783641161,300.957783641161,2023
MOBIKWIK PPI,2023-07-01,0.02,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.63,2023,2023-07,181.5,181.5,2023
NSDL PAYMENTS BANK APPS,2023-07-01,0.03,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.03,4.56,2023,2023-07,152.0,152.0,2023
OMNICARD,2023-07-01,0.62,19.49,0.0,0.0,0.0,0.0,0.0,0.0,0.62,19.49,2023,2023-07,31.43548387096774,31.43548387096774,2023
OTHERS,2023-07-01,0.03,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.03,11.05,2023,2023-07,368.33333333333337,368.33333333333337,2023
PAYTM PAYMENTS BANK APP,2023-07-01,1278.96,147723.3,1.4,4.19,0.57,887.53,112.74,22152.33,1393.66,170767.35,2023,2023-07,122.53157154542714,122.53157154542714,2023
PHONEPE,2023-07-01,4743.66,761247.87,0.0,0.0,0.0,0.0,0.0,0.0,4743.66,761247.87,2023,2023-07,160.4769039096394,160.4769039096394,2023
PUNJAB NATIONAL BANK APPS,2023-07-01,0.79,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.79,181.5,2023,2023-07,229.74683544303795,229.74683544303795,2023
PUNJAB SIND BANK APPS,2023-07-01,0.03,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.03,12.72,2023,2023-07,424.00000000000006,424.00000000000006,2023
RBL BANK APPS,2023-07-01,1.13,523.22,0.0,0.01,0.14,6.35,0.0,0.0,1.28,529.58,2023,2023-07,413.734375,413.734375,2023
SAMSUNG PAY,2023-07-01,5.81,544.13,0.0,0.0,0.0,0.0,0.0,0.0,5.81,544.13,2023,2023-07,93.6540447504303,93.6540447504303,2023
SHRIRAM,2023-07-01,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,2023,2023-07,21.0,21.0,2023
SLICE,2023-07-01,0.94,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,301.0,2023,2023-07,320.21276595744683,320.21276595744683,2023
SOUTH INDIAN BANK APPS,2023-07-01,0.25,73.83,0.0,0.0,0.0,0.0,0.0,0.0,0.25,73.83,2023,2023-07,295.32,295.32,2023
